A new study created in memory with name: PCA_LGBM
Trial 0 finished with value: 0.8333333333333334 and parameters: {'num_leaves': 27, 'max_depth': 20, 'min_child_samples': 3}. Best is trial 0 with value: 0.8333333333333334.
Trial 17 finished with value: 0.7333333333333333 and parameters: {'num_leaves': 47, 'max_depth': 14, 'min_child_samples': 4}. Best is trial 2 with value: 0.7555555555555554.
Trial 18 finished with value: 0.7555555555555554 and parameters: {'num_leaves': 70, 'max_depth': 6, 'min_child_samples': 5}. Best is trial 2 with value: 0.7555555555555554.
Trial 19 finished with value: 0.7333333333333333 and parameters: {'num_leaves': 46, 'max_depth': 5, 'min_child_samples': 4}. Best is trial 2 with value: 0.7555555555555554.
Trial 20 finished with value: 0.7555555555555554 and parameters: {'num_leaves': 28, 'max_depth': 9, 'min_child_samples': 5}. Best is trial 2 with value: 0.7555555555555554.
Trial 21 finished with value: 0.7555555555555554 and parameters: {'num_leaves': 95, 'max_depth': 17, 'min_child_samples': 5}. Best is trial 2 with value: 0.7555555555555554.
Trial 22 finished with value: 0.7555555555555554 and parameters: {'num_leaves': 70, 'max_depth': 19, 'min_child_samples': 5}. Best is trial 2 with value: 0.7555555555555554.
Trial 23 finished with value: 0.7555555555555554 and parameters: {'num_leaves': 15, 'max_depth': 13, 'min_child_samples': 5}. Best is trial 2 with value: 0.7555555555555554.
Trial 24 finished with value: 0.7333333333333333 and parameters: {'num_leaves': 74, 'max_depth': 16, 'min_child_samples': 4}. Best is trial 2 with value: 0.7555555555555554.
Trial 25 finished with value: 0.7555555555555554 and parameters: {'num_leaves': 91, 'max_depth': 11, 'min_child_samples': 5}. Best is trial 2 with value: 0.7555555555555554.
Trial 26 finished with value: 0.7333333333333333 and parameters: {'num_leaves': 59, 'max_depth': 14, 'min_child_samples': 4}. Best is trial 2 with value: 0.7555555555555554.
Trial 27 finished with value: 0.7555555555555554 and parameters: {'num_leaves': 49, 'max_depth': 18, 'min_child_samples': 5}. Best is trial 2 with value: 0.7555555555555554.
Trial 28 finished with value: 0.7333333333333333 and parameters: {'num_leaves': 33, 'max_depth': 8, 'min_child_samples': 3}. Best is trial 2 with value: 0.7555555555555554.
Trial 29 finished with value: 0.7555555555555554 and parameters: {'num_leaves': 42, 'max_depth': 15, 'min_child_samples': 5}. Best is trial 2 with value: 0.7555555555555554.
Trial 30 finished with value: 0.7333333333333333 and parameters: {'num_leaves': 88, 'max_depth': 20, 'min_child_samples': 4}. Best is trial 2 with value: 0.7555555555555554.
Trial 31 finished with value: 0.7555555555555554 and parameters: {'num_leaves': 54, 'max_depth': 3, 'min_child_samples': 5}. Best is trial 2 with value: 0.7555555555555554.
Trial 32 finished with value: 0.7555555555555554 and parameters: {'num_leaves': 56, 'max_depth': 3, 'min_child_samples': 5}. Best is trial 2 with value: 0.7555555555555554.
Trial 33 finished with value: 0.7555555555555554 and parameters: {'num_leaves': 76, 'max_depth': 5, 'min_child_samples': 5}. Best is trial 2 with value: 0.7555555555555554.
Trial 34 finished with value: 0.7333333333333333 and parameters: {'num_leaves': 66, 'max_depth': 4, 'min_child_samples': 2}. Best is trial 2 with value: 0.7555555555555554.
Trial 35 finished with value: 0.7555555555555554 and parameters: {'num_leaves': 60, 'max_depth': 16, 'min_child_samples': 5}. Best is trial 2 with value: 0.7555555555555554.
Trial 36 finished with value: 0.7555555555555554 and parameters: {'num_leaves': 41, 'max_depth': 10, 'min_child_samples': 5}. Best is trial 2 with value: 0.7555555555555554.
Trial 37 finished with value: 0.7333333333333333 and parameters: {'num_leaves': 77, 'max_depth': 7, 'min_child_samples': 3}. Best is trial 2 with value: 0.7555555555555554.
Trial 38 finished with value: 0.7333333333333333 and parameters: {'num_leaves': 24, 'max_depth': 4, 'min_child_samples': 4}. Best is trial 2 with value: 0.7555555555555554.
Trial 39 finished with value: 0.7333333333333333 and parameters: {'num_leaves': 100, 'max_depth': 3, 'min_child_samples': 2}. Best is trial 2 with value: 0.7555555555555554.
Trial 40 finished with value: 0.7555555555555554 and parameters: {'num_leaves': 86, 'max_depth': 12, 'min_child_samples': 5}. Best is trial 2 with value: 0.7555555555555554.
Trial 41 finished with value: 0.7555555555555554 and parameters: {'num_leaves': 53, 'max_depth': 4, 'min_child_samples': 5}. Best is trial 2 with value: 0.7555555555555554.
Trial 42 finished with value: 0.7555555555555554 and parameters: {'num_leaves': 49, 'max_depth': 6, 'min_child_samples': 5}. Best is trial 2 with value: 0.7555555555555554.
Trial 43 finished with value: 0.7555555555555554 and parameters: {'num_leaves': 52, 'max_depth': 5, 'min_child_samples': 5}. Best is trial 2 with value: 0.7555555555555554.
Trial 44 finished with value: 0.7555555555555554 and parameters: {'num_leaves': 36, 'max_depth': 7, 'min_child_samples': 5}. Best is trial 2 with value: 0.7555555555555554.
Trial 45 finished with value: 0.7333333333333333 and parameters: {'num_leaves': 64, 'max_depth': 4, 'min_child_samples': 4}. Best is trial 2 with value: 0.7555555555555554.
Trial 46 finished with value: 0.7555555555555554 and parameters: {'num_leaves': 45, 'max_depth': 8, 'min_child_samples': 5}. Best is trial 2 with value: 0.7555555555555554.
Trial 47 finished with value: 0.7555555555555554 and parameters: {'num_leaves': 57, 'max_depth': 5, 'min_child_samples': 5}. Best is trial 2 with value: 0.7555555555555554.
Trial 48 finished with value: 0.7333333333333333 and parameters: {'num_leaves': 68, 'max_depth': 10, 'min_child_samples': 4}. Best is trial 2 with value: 0.7555555555555554.
Trial 49 finished with value: 0.7555555555555554 and parameters: {'num_leaves': 33, 'max_depth': 6, 'min_child_samples': 5}. Best is trial 2 with value: 0.7555555555555554.
A new study created in memory with name: PCA_LR
Trial 0 finished with value: 0.7555555555555555 and parameters: {'l1_ratio': 0.44276400606646793, 'C': 0.04886812478686529}. Best is trial 0 with value: 0.7555555555555555.
Trial 1 finished with value: 0.711111111111111 and parameters: {'l1_ratio': 0.5230172054949532, 'C': 0.17469537840073812}. Best is trial 0 with value: 0.7555555555555555.
Trial 2 finished with value: 0.6888888888888889 and parameters: {'l1_ratio': 0.0828764704818612, 'C': 0.0843261812146352}. Best is trial 0 with value: 0.7555555555555555.
Trial 3 finished with value: 0.711111111111111 and parameters: {'l1_ratio': 0.3000710741570852, 'C': 0.06782480577554004}. Best is trial 0 with value: 0.7555555555555555.
Trial 4 finished with value: 0.6888888888888889 and parameters: {'l1_ratio': 0.7928825404108796, 'C': 0.5662760481820568}. Best is trial 0 with value: 0.7555555555555555.
Trial 5 finished with value: 0.6 and parameters: {'l1_ratio': 0.16499932735703182, 'C': 0.556865157316867}. Best is trial 0 with value: 0.7555555555555555.
Trial 6 finished with value: 0.5777777777777777 and parameters: {'l1_ratio': 0.13666701879197685, 'C': 0.7045860899968819}. Best is trial 0 with value: 0.7555555555555555.
Trial 7 finished with value: 0.4666666666666666 and parameters: {'l1_ratio': 0.9998872771123912, 'C': 0.015989359396075462}. Best is trial 0 with value: 0.7555555555555555.
Trial 8 finished with value: 0.7555555555555555 and parameters: {'l1_ratio': 0.972202463214643, 'C': 0.11075354299908655}. Best is trial 0 with value: 0.7555555555555555.
Trial 9 finished with value: 0.7555555555555555 and parameters: {'l1_ratio': 0.4485683105723077, 'C': 0.037508980542344715}. Best is trial 0 with value: 0.7555555555555555.
Trial 10 finished with value: 0.5333333333333333 and parameters: {'l1_ratio': 0.571521381776864, 'C': 0.010931695938359607}. Best is trial 0 with value: 0.7555555555555555.
Trial 11 finished with value: 0.711111111111111 and parameters: {'l1_ratio': 0.699638986373708, 'C': 0.17938097486423338}. Best is trial 0 with value: 0.7555555555555555.
Trial 12 finished with value: 0.6888888888888889 and parameters: {'l1_ratio': 0.9628859498073282, 'C': 0.033599101022541676}. Best is trial 0 with value: 0.7555555555555555.
Trial 13 finished with value: 0.711111111111111 and parameters: {'l1_ratio': 0.3963640910377235, 'C': 0.15515732666561205}. Best is trial 0 with value: 0.7555555555555555.
Trial 14 finished with value: 0.7333333333333334 and parameters: {'l1_ratio': 0.6843767328943329, 'C': 0.047151319351487204}. Best is trial 0 with value: 0.7555555555555555.
Trial 15 finished with value: 0.7555555555555555 and parameters: {'l1_ratio': 0.8483379749771014, 'C': 0.10618564102579517}. Best is trial 0 with value: 0.7555555555555555.
Trial 16 finished with value: 0.6888888888888889 and parameters: {'l1_ratio': 0.5964158870090602, 'C': 0.02440167064314634}. Best is trial 0 with value: 0.7555555555555555.
Trial 17 finished with value: 0.7333333333333334 and parameters: {'l1_ratio': 0.2994269092214891, 'C': 0.048032560519706155}. Best is trial 0 with value: 0.7555555555555555.
Trial 18 finished with value: 0.5777777777777777 and parameters: {'l1_ratio': 0.0015134580127176278, 'C': 0.3153807046532569}. Best is trial 0 with value: 0.7555555555555555.
Trial 19 finished with value: 0.7555555555555555 and parameters: {'l1_ratio': 0.8364111443541036, 'C': 0.07035193532619778}. Best is trial 0 with value: 0.7555555555555555.
Trial 20 finished with value: 0.6888888888888889 and parameters: {'l1_ratio': 0.6370147424131332, 'C': 0.02543926699983889}. Best is trial 0 with value: 0.7555555555555555.
Trial 21 finished with value: 0.7555555555555555 and parameters: {'l1_ratio': 0.4744551008682509, 'C': 0.046299514743761004}. Best is trial 0 with value: 0.7555555555555555.
Trial 22 finished with value: 0.711111111111111 and parameters: {'l1_ratio': 0.45586529409374965, 'C': 0.10997250450316425}. Best is trial 0 with value: 0.7555555555555555.
Trial 23 finished with value: 0.7555555555555555 and parameters: {'l1_ratio': 0.3963975556595155, 'C': 0.0320090366335246}. Best is trial 0 with value: 0.7555555555555555.
Trial 24 finished with value: 0.7555555555555555 and parameters: {'l1_ratio': 0.5829216420906835, 'C': 0.06211527967562008}. Best is trial 0 with value: 0.7555555555555555.
Trial 25 finished with value: 0.7333333333333334 and parameters: {'l1_ratio': 0.7135687223191941, 'C': 0.10847164393135372}. Best is trial 0 with value: 0.7555555555555555.
Trial 26 finished with value: 0.6666666666666666 and parameters: {'l1_ratio': 0.4863907623126018, 'C': 0.02155134526843452}. Best is trial 0 with value: 0.7555555555555555.
Trial 27 finished with value: 0.6888888888888889 and parameters: {'l1_ratio': 0.925171814351683, 'C': 0.03747394315400506}. Best is trial 0 with value: 0.7555555555555555.
Trial 28 finished with value: 0.7333333333333334 and parameters: {'l1_ratio': 0.9015926829355909, 'C': 0.055011194570790255}. Best is trial 0 with value: 0.7555555555555555.
Trial 29 finished with value: 0.711111111111111 and parameters: {'l1_ratio': 0.5387366379241665, 'C': 0.158198732433205}. Best is trial 0 with value: 0.7555555555555555.
Trial 30 finished with value: 0.7555555555555555 and parameters: {'l1_ratio': 0.7930582733843963, 'C': 0.08211340223742228}. Best is trial 0 with value: 0.7555555555555555.
Trial 31 finished with value: 0.7555555555555555 and parameters: {'l1_ratio': 0.8914878291420587, 'C': 0.11000887420133852}. Best is trial 0 with value: 0.7555555555555555.
Trial 32 finished with value: 0.7555555555555555 and parameters: {'l1_ratio': 0.9877644123845809, 'C': 0.08880105318654653}. Best is trial 0 with value: 0.7555555555555555.
Trial 33 finished with value: 0.7555555555555555 and parameters: {'l1_ratio': 0.8507116611214263, 'C': 0.06336876454146763}. Best is trial 0 with value: 0.7555555555555555.
Trial 34 finished with value: 0.711111111111111 and parameters: {'l1_ratio': 0.7836279818862192, 'C': 0.04214987019406812}. Best is trial 0 with value: 0.7555555555555555.
Trial 35 finished with value: 0.7555555555555555 and parameters: {'l1_ratio': 0.528029168017355, 'C': 0.06704159937569971}. Best is trial 0 with value: 0.7555555555555555.
Trial 36 finished with value: 0.7555555555555555 and parameters: {'l1_ratio': 0.9120694305498483, 'C': 0.08276597637530965}. Best is trial 0 with value: 0.7555555555555555.
Trial 37 finished with value: 0.7333333333333334 and parameters: {'l1_ratio': 0.9466068883211517, 'C': 0.13599377338578242}. Best is trial 0 with value: 0.7555555555555555.
Trial 38 finished with value: 0.711111111111111 and parameters: {'l1_ratio': 0.998844344404578, 'C': 0.20690644329929292}. Best is trial 0 with value: 0.7555555555555555.
Trial 39 finished with value: 0.7555555555555555 and parameters: {'l1_ratio': 0.7578175899251263, 'C': 0.05941092156640983}. Best is trial 0 with value: 0.7555555555555555.
Trial 40 finished with value: 0.6888888888888889 and parameters: {'l1_ratio': 0.8495395063994111, 'C': 0.03189732062378662}. Best is trial 0 with value: 0.7555555555555555.
Trial 41 finished with value: 0.7555555555555555 and parameters: {'l1_ratio': 0.848421780362144, 'C': 0.07543247572095083}. Best is trial 0 with value: 0.7555555555555555.
Trial 42 finished with value: 0.7555555555555555 and parameters: {'l1_ratio': 0.9419497735048034, 'C': 0.09591553630570707}. Best is trial 0 with value: 0.7555555555555555.
Trial 43 finished with value: 0.7555555555555555 and parameters: {'l1_ratio': 0.6669324124128229, 'C': 0.0553016362616988}. Best is trial 0 with value: 0.7555555555555555.
Trial 44 finished with value: 0.7555555555555555 and parameters: {'l1_ratio': 0.7347376380197991, 'C': 0.07866012040275336}. Best is trial 0 with value: 0.7555555555555555.
Trial 45 finished with value: 0.711111111111111 and parameters: {'l1_ratio': 0.6328121291884443, 'C': 0.1271510094522995}. Best is trial 0 with value: 0.7555555555555555.
Trial 46 finished with value: 0.7555555555555555 and parameters: {'l1_ratio': 0.782460643614446, 'C': 0.0716616883820241}. Best is trial 0 with value: 0.7555555555555555.
Trial 47 finished with value: 0.7333333333333334 and parameters: {'l1_ratio': 0.8713414626569872, 'C': 0.040226754143238924}. Best is trial 0 with value: 0.7555555555555555.
Trial 48 finished with value: 0.7333333333333334 and parameters: {'l1_ratio': 0.819636715111124, 'C': 0.05110182720787912}. Best is trial 0 with value: 0.7555555555555555.
Trial 49 finished with value: 0.7555555555555555 and parameters: {'l1_ratio': 0.9553270075189718, 'C': 0.09313195977137036}. Best is trial 0 with value: 0.7555555555555555.
A new study created in memory with name: SPCA_LR
Trial 0 finished with value: 0.7555555555555555 and parameters: {'l1_ratio': 0.11458767504067335, 'C': 0.07631433175502624}. Best is trial 0 with value: 0.7555555555555555.
Trial 1 finished with value: 0.7555555555555555 and parameters: {'l1_ratio': 0.03815568423135185, 'C': 0.1244631178115595}. Best is trial 0 with value: 0.7555555555555555.
Trial 2 finished with value: 0.6666666666666666 and parameters: {'l1_ratio': 0.5873077195724666, 'C': 0.6217555393235829}. Best is trial 0 with value: 0.7555555555555555.
Trial 3 finished with value: 0.7333333333333333 and parameters: {'l1_ratio': 0.9084317823725654, 'C': 0.4615157990975946}. Best is trial 0 with value: 0.7555555555555555.
Trial 4 finished with value: 0.7777777777777778 and parameters: {'l1_ratio': 0.667299985313946, 'C': 0.3934486813248388}. Best is trial 4 with value: 0.7777777777777778.
Trial 5 finished with value: 0.7777777777777778 and parameters: {'l1_ratio': 0.7241784679918922, 'C': 0.07917240871019025}. Best is trial 4 with value: 0.7777777777777778.
Trial 6 finished with value: 0.7555555555555555 and parameters: {'l1_ratio': 0.2923132124602452, 'C': 0.21388595134894078}. Best is trial 4 with value: 0.7777777777777778.
